timestamp,open,high,low,close,volume
2026-01-02 07:00:00,1.0831000000000002,1.0846,1.0819,1.0839,1155
2026-01-02 08:00:00,1.0832000000000002,1.0847,1.082,1.084,1160
2026-01-02 09:00:00,1.0833000000000002,1.0848,1.0821,1.0841,1165
2026-01-02 10:00:00,1.0834,1.0849,1.0822,1.0842,1170
2026-01-02 11:00:00,1.0835,1.085,1.0823,1.0843,1175
2026-01-02 12:00:00,1.0836,1.0851,1.0824,1.0844,1180
2026-01-02 13:00:00,1.0837,1.0852,1.0825,1.0845,1185
2026-01-02 14:00:00,1.0838,1.0853,1.0826,1.0846,1190
2026-01-02 15:00:00,1.0839,1.0854,1.0827,1.0847,1195
2026-01-02 16:00:00,1.084,1.0855,1.0828,1.0848,1200
2026-01-02 17:00:00,1.0841,1.0856,1.0829,1.0849,1205
2026-01-02 18:00:00,1.0842,1.0857,1.083,1.085,1210
2026-01-02 19:00:00,1.0843,1.0858,1.0831,1.0851,1215
2026-01-02 20:00:00,1.0844,1.0859,1.0832,1.0852,1220
2026-01-02 21:00:00,1.0845,1.086,1.0833,1.0853,1225
2026-01-02 22:00:00,1.0846,1.0860999999999998,1.0834,1.0854,1230
2026-01-02 23:00:00,1.0847,1.0861999999999998,1.0835,1.0855,1235
2026-01-03 00:00:00,1.0848,1.0862999999999998,1.0836,1.0856,1240
2026-01-03 01:00:00,1.0849,1.0863999999999998,1.0837,1.0857,1245
2026-01-03 02:00:00,1.085,1.0864999999999998,1.0838,1.0858,1250
2026-01-03 03:00:00,1.0851000000000002,1.0866,1.0839,1.0859,1255
2026-01-03 04:00:00,1.0852000000000002,1.0867,1.084,1.086,1260
2026-01-03 05:00:00,1.0853000000000002,1.0868,1.0841,1.0861,1265
2026-01-03 06:00:00,1.0854,1.0869,1.0842,1.0862,1270
2026-01-03 07:00:00,1.0855,1.087,1.0843,1.0863,1275
2026-01-03 08:00:00,1.0856,1.0871,1.0844,1.0864,1280
2026-01-03 09:00:00,1.0857,1.0872,1.0845,1.0865,1285
2026-01-03 10:00:00,1.0858,1.0873,1.0846,1.0866,1290
2026-01-03 11:00:00,1.0859,1.0874,1.0847,1.0867,1295
2026-01-03 12:00:00,1.086,1.0875,1.0848,1.0868,1300
2026-01-03 13:00:00,1.0861,1.0876,1.0849,1.0869,1305
2026-01-03 14:00:00,1.0862,1.0877,1.085,1.087,1310
2026-01-03 15:00:00,1.0863,1.0878,1.0851,1.0871,1315
2026-01-03 16:00:00,1.0864,1.0879,1.0852,1.0872,1320
2026-01-03 17:00:00,1.0865,1.088,1.0853,1.0873,1325
2026-01-03 18:00:00,1.0866,1.0880999999999998,1.0854,1.0874,1330
2026-01-03 19:00:00,1.0867,1.0881999999999998,1.0855,1.0875,1335
2026-01-03 20:00:00,1.0868,1.0882999999999998,1.0856,1.0876,1340
2026-01-03 21:00:00,1.0869,1.0883999999999998,1.0857,1.0877,1345
2026-01-03 22:00:00,1.087,1.0884999999999998,1.0858,1.0878,1350
2026-01-03 23:00:00,1.0871000000000002,1.0886,1.0859,1.0879,1355
2026-01-04 00:00:00,1.0872000000000002,1.0887,1.086,1.088,1360
2026-01-04 01:00:00,1.0873000000000002,1.0888,1.0861,1.0881,1365
2026-01-04 02:00:00,1.0874,1.0889,1.0862,1.0882,1370
2026-01-04 03:00:00,1.0875,1.089,1.0863,1.0883,1375
2026-01-04 04:00:00,1.0876,1.0891,1.0864,1.0884,1380
2026-01-04 05:00:00,1.0877,1.0892,1.0865,1.0885,1385
2026-01-04 06:00:00,1.0878,1.0893,1.0866,1.0886,1390
2026-01-04 07:00:00,1.0879,1.0894,1.0867,1.0887,1395
