timestamp,open,high,low,close,volume
2026-01-04 01:00:00,1.0873000000000002,1.0888,1.0863,1.0881,1000
2026-01-04 02:00:00,1.0874,1.0889,1.0864,1.0882,1000
2026-01-04 03:00:00,1.0875,1.089,1.0865,1.0883,1000
2026-01-04 04:00:00,1.0876,1.0891,1.0866,1.0884,1000
2026-01-04 05:00:00,1.0877,1.0892,1.0867,1.0885,1000
2026-01-04 06:00:00,1.0878,1.0893,1.0868,1.0886,1000
2026-01-04 07:00:00,1.0879,1.0894,1.0869,1.0887,1000
2026-01-04 08:00:00,1.088,1.0895,1.087,1.0888,1000
2026-01-04 09:00:00,1.0881,1.0896,1.0871,1.0889,1000
2026-01-04 10:00:00,1.0882,1.0897,1.0872,1.089,1000
2026-01-04 11:00:00,1.0883,1.0898,1.0873,1.0891,1000
2026-01-04 12:00:00,1.0884,1.0899,1.0874,1.0892,1000
2026-01-04 13:00:00,1.0885,1.09,1.0875,1.0893,1000
2026-01-04 14:00:00,1.0886,1.0900999999999998,1.0876,1.0894,1000
2026-01-04 15:00:00,1.0887,1.0901999999999998,1.0877,1.0895,1000
2026-01-04 16:00:00,1.0888,1.0902999999999998,1.0878,1.0896,1000
2026-01-04 17:00:00,1.0889,1.0903999999999998,1.0879,1.0897,1000
2026-01-04 18:00:00,1.089,1.0904999999999998,1.088,1.0898,1000
2026-01-04 19:00:00,1.0891000000000002,1.0906,1.0881,1.0899,1000
2026-01-04 20:00:00,1.0892000000000002,1.0907,1.0882,1.09,1000
2026-01-04 21:00:00,1.0893000000000002,1.0908,1.0883,1.0901,1000
2026-01-04 22:00:00,1.0894,1.0909,1.0884,1.0902,1000
2026-01-04 23:00:00,1.0895,1.091,1.0885,1.0903,1000
2026-01-05 00:00:00,1.0896,1.0911,1.0886,1.0904,1000
2026-01-05 01:00:00,1.0897,1.0912,1.0887,1.0905,1000
2026-01-05 02:00:00,1.0898,1.0913,1.0888,1.0906,1000
2026-01-05 03:00:00,1.0899,1.0914,1.0889,1.0907,1000
2026-05-01 00:00:00,1.09,1.092,1.089,1.091,2000
